1,1,198.01,546.69,238.52,293.37,1,1,1
1,2,382.96,856.64,320.16,221.94,1,1,1
1,3,485.00,467.61,306.13,349.49,1,1,1
1,4,638.07,328.57,272.96,385.21,1,1,1
1,5,1190.37,601.54,309.95,452.81,1,1,1
1,6,372.76,139.80,213.01,278.06,1,1,1
2,1,198.01,546.69,238.52,293.37,1,1,1
2,2,382.96,856.64,320.16,221.94,1,1,1
2,3,485.00,467.61,306.13,349.49,1,1,1
2,4,638.07,328.57,272.96,385.21,1,1,1
2,5,1190.37,601.54,309.95,452.81,1,1,1
2,6,372.76,139.80,213.01,278.06,1,1,1
3,1,198.01,546.69,238.52,293.37,1,1,1
3,2,382.96,856.64,320.16,221.94,1,1,1
3,3,485.00,467.61,306.13,349.49,1,1,1
3,4,638.07,328.57,272.96,385.21,1,1,1
3,5,1190.37,601.54,309.95,452.81,1,1,1
3,6,372.76,139.80,213.01,278.06,1,1,1
4,1,198.01,546.69,238.52,293.37,1,1,1
4,2,382.96,856.64,320.16,221.94,1,1,1
4,3,485.00,467.61,306.13,349.49,1,1,1
4,4,638.07,328.57,272.96,385.21,1,1,1
4,5,1190.37,601.54,309.95,452.81,1,1,1
4,6,372.76,139.80,213.01,278.06,1,1,1
5,1,198.01,546.69,238.52,293.37,1,1,1
5,2,382.96,856.64,320.16,221.94,1,1,1
5,3,485.00,467.61,306.13,349.49,1,1,1
5,4,638.07,328.57,272.96,385.21,1,1,1
5,5,1190.37,601.54,309.95,452.81,1,1,1
5,6,372.76,139.80,213.01,278.06,1,1,1
6,1,198.01,546.69,238.52,293.37,1,1,1
6,2,382.96,856.64,320.16,221.94,1,1,1
6,3,485.00,467.61,306.13,349.49,1,1,1
6,4,638.07,328.57,272.96,385.21,1,1,1
6,5,1190.37,601.54,309.95,452.81,1,1,1
6,6,372.76,139.80,213.01,278.06,1,1,1
7,1,198.01,546.69,238.52,293.37,1,1,1
7,2,382.96,856.64,320.16,221.94,1,1,1
7,3,485.00,467.61,306.13,349.49,1,1,1
7,4,638.07,328.57,272.96,385.21,1,1,1
7,5,1190.37,601.54,309.95,452.81,1,1,1
7,6,372.76,139.80,213.01,278.06,1,1,1
8,1,198.01,546.69,238.52,293.37,1,1,1
8,2,382.96,856.64,320.16,221.94,1,1,1
8,3,485.00,467.61,306.13,349.49,1,1,1
8,4,638.07,328.57,272.96,385.21,1,1,1
8,5,1190.37,601.54,309.95,452.81,1,1,1
8,6,372.76,139.80,213.01,278.06,1,1,1
9,1,198.01,546.69,238.52,293.37,1,1,1
9,2,382.96,856.64,320.16,221.94,1,1,1
9,3,485.00,467.61,306.13,349.49,1,1,1
9,4,638.07,328.57,272.96,385.21,1,1,1
9,5,1190.37,601.54,309.95,452.81,1,1,1
9,6,372.76,139.80,213.01,278.06,1,1,1
10,1,198.01,546.69,238.52,293.37,1,1,1
10,2,382.96,856.64,320.16,221.94,1,1,1
10,3,485.00,467.61,306.13,349.49,1,1,1
10,4,638.07,328.57,272.96,385.21,1,1,1
10,5,1190.37,601.54,309.95,452.81,1,1,1
10,6,372.76,139.80,213.01,278.06,1,1,1
11,1,198.01,546.69,238.52,293.37,1,1,1
11,2,382.96,856.64,320.16,221.94,1,1,1
11,3,485.00,467.61,306.13,349.49,1,1,1
11,4,638.07,328.57,272.96,385.21,1,1,1
11,5,1190.37,601.54,309.95,452.81,1,1,1
11,6,372.76,139.80,213.01,278.06,1,1,1
12,1,198.01,546.69,238.52,293.37,1,1,1
12,2,382.96,856.64,320.16,221.94,1,1,1
12,3,485.00,467.61,306.13,349.49,1,1,1
12,4,638.07,328.57,272.96,385.21,1,1,1
12,5,1190.37,601.54,309.95,452.81,1,1,1
12,6,372.76,139.80,213.01,278.06,1,1,1
13,1,198.01,546.69,238.52,293.37,1,1,1
13,2,382.96,856.64,320.16,221.94,1,1,1
13,3,485.00,467.61,306.13,349.49,1,1,1
13,4,638.07,328.57,272.96,385.21,1,1,1
13,5,1190.37,601.54,309.95,452.81,1,1,1
13,6,372.76,139.80,213.01,278.06,1,1,1
14,1,198.01,546.69,238.52,293.37,1,1,1
14,2,382.96,856.64,320.16,221.94,1,1,1
14,3,485.00,467.61,306.13,349.49,1,1,1
14,4,638.07,328.57,272.96,385.21,1,1,1
14,5,1190.37,601.54,309.95,452.81,1,1,1
14,6,372.76,139.80,213.01,278.06,1,1,1
15,1,198.01,546.69,238.52,293.37,1,1,1
15,2,382.96,856.64,320.16,221.94,1,1,1
15,3,485.00,467.61,306.13,349.49,1,1,1
15,4,638.07,328.57,272.96,385.21,1,1,1
15,5,1190.37,601.54,309.95,452.81,1,1,1
15,6,372.76,139.80,213.01,278.06,1,1,1
16,1,198.01,546.69,238.52,293.37,1,1,1
16,2,382.96,856.64,320.16,221.94,1,1,1
16,3,485.00,467.61,306.13,349.49,1,1,1
16,4,638.07,328.57,272.96,385.21,1,1,1
16,5,1190.37,601.54,309.95,452.81,1,1,1
16,6,372.76,139.80,213.01,278.06,1,1,1
17,1,198.01,546.69,238.52,293.37,1,1,1
17,2,382.96,856.64,320.16,221.94,1,1,1
17,3,485.00,467.61,306.13,349.49,1,1,1
17,4,638.07,328.57,272.96,385.21,1,1,1
17,5,1190.37,601.54,309.95,452.81,1,1,1
17,6,372.76,139.80,213.01,278.06,1,1,1
18,1,198.01,546.69,238.52,293.37,1,1,1
18,2,382.96,856.64,320.16,221.94,1,1,1
18,3,485.00,467.61,306.13,349.49,1,1,1
18,4,638.07,328.57,272.96,385.21,1,1,1
18,5,1190.37,601.54,309.95,452.81,1,1,1
18,6,372.76,139.80,213.01,278.06,1,1,1
19,1,198.01,546.69,238.52,293.37,1,1,1
19,2,382.96,856.64,320.16,221.94,1,1,1
19,3,485.00,467.61,306.13,349.49,1,1,1
19,4,638.07,328.57,272.96,385.21,1,1,1
19,5,1190.37,601.54,309.95,452.81,1,1,1
19,6,372.76,139.80,213.01,278.06,1,1,1
20,1,198.01,546.69,238.52,293.37,1,1,1
20,2,382.96,856.64,320.16,221.94,1,1,1
20,3,485.00,467.61,306.13,349.49,1,1,1
20,4,638.07,328.57,272.96,385.21,1,1,1
20,5,1190.37,601.54,309.95,452.81,1,1,1
20,6,372.76,139.80,213.01,278.06,1,1,1
21,1,198.01,546.69,238.52,293.37,1,1,1
21,2,382.96,856.64,320.16,221.94,1,1,1
21,3,485.00,467.61,306.13,349.49,1,1,1
21,4,638.07,328.57,272.96,385.21,1,1,1
21,5,1190.37,601.54,309.95,452.81,1,1,1
21,6,372.76,139.80,213.01,278.06,1,1,1
22,1,198.01,546.69,238.52,293.37,1,1,1
22,2,382.96,856.64,320.16,221.94,1,1,1
22,3,485.00,467.61,306.13,349.49,1,1,1
22,4,638.07,328.57,272.96,385.21,1,1,1
22,5,1190.37,601.54,309.95,452.81,1,1,1
22,6,372.76,139.80,213.01,278.06,1,1,1
23,1,198.01,546.69,238.52,293.37,1,1,1
23,2,382.96,856.64,320.16,221.94,1,1,1
23,3,485.00,467.61,306.13,349.49,1,1,1
23,4,638.07,328.57,272.96,385.21,1,1,1
